trial_number,num_filters,filter_sizes,hidden_dim,model_type,subtask,lr,dropout,num_epochs,patience,F1
93,195,[3],45,CNN,a,0.0004444046064086486,0.02670701763125454,18,5,0.5013054830287206
94,184,"[3, 5, 5, 5]",48,CNN,a,0.0006418348431330384,0.01108384745576441,24,5,0.4798099762470308
95,163,"[3, 4, 3]",41,CNN,a,0.0002126894574275392,0.04890033456633525,22,9,0.5029585798816569
96,180,[3],52,CNN,a,0.0003431874649032795,0.15679556209068005,15,5,0.529968454258675
97,192,[2],37,CNN,a,0.00036064759583451456,0.16452838302813827,15,5,0.5080213903743315
98,182,[3],51,CNN,a,2.8164268468675144e-05,0.18090567828801676,13,5,0.3633217993079585
99,177,[3],49,CNN,a,0.0002585493858222075,0.12135255761099252,10,5,0.5034013605442178
100,156,[3],26,CNN,a,0.0009875236953605657,0.10634567530214946,18,5,0.4697986577181208
101,187,[3],56,CNN,a,0.0003207248164533096,0.09309854012745644,16,5,0.49211356466876965
102,25,[3],53,CNN,a,0.00048301635531133603,0.15774330786985252,20,9,0.4416403785488959
103,175,[3],61,CNN,a,0.00015963240588030706,0.1382820532014341,19,10,0.48184818481848185
104,151,"[3, 3]",45,CNN,a,0.0003814631892567145,0.20270069881791716,14,8,0.5098039215686275
105,138,"[2, 3]",42,CNN,a,0.00039715685041868834,0.27900677521453027,15,8,0.48
106,151,"[6, 4]",48,CNN,a,0.0007482658569131395,0.17951962690235393,14,7,0.47674418604651164
107,161,"[3, 2]",45,CNN,a,0.0002078063861776299,0.20525506814335515,11,8,0.49504950495049505
108,168,[3],52,CNN,a,0.0005509850977248073,0.13035618593299195,16,8,0.4701754385964912
109,125,"[2, 3]",44,CNN,a,0.00034009916371113727,0.2258803531050687,17,8,0.5170454545454546
110,131,[2],34,CNN,a,0.00033854944555975023,0.2298627540706542,17,5,0.5248618784530387
111,124,[2],35,CNN,a,0.00033055689065719494,0.22885808982394942,17,5,0.523943661971831
112,121,[2],32,CNN,a,0.00026575054644009725,0.23054579281149612,17,5,0.5
113,107,[2],34,CNN,a,0.0003311457902931337,0.15646275405881183,18,5,0.5361445783132531
114,100,[2],29,CNN,a,0.00031422828394682406,0.219901396710441,22,5,0.48024316109422494
115,122,[2],38,CNN,a,0.00045897804302337384,0.1899410405433236,19,5,0.508670520231214
116,109,[2],36,CNN,a,0.00023381117109505918,0.2347213599494975,20,5,0.5096774193548387
117,115,[2],23,CNN,a,0.0004304255297588382,0.2584229204063175,17,5,0.5
